Unnamed: 0,ROI,Yeo_Network,Yeo_Index,hist_g2_value,SC_pos_coefs,SC_neg_coefs
0.0,Precentral_L,SomMot,2.0,-0.252527,0.0398940636971269,-0.0326491156022316
1.0,Precentral_R,SomMot,2.0,-0.27582,0.0451698469888043,-0.0228073883173992
2.0,Frontal_Sup_L,Default,7.0,0.0262288,0.0520343197391827,-0.0102084682864039
3.0,Frontal_Sup_R,Default,7.0,0.0356533,0.0491118062036866,-0.022839675021599
4.0,Frontal_Sup_Orb_L,Limbic,5.0,0.241026,0.0238016826480486,-0.0075125190740412
5.0,Frontal_Sup_Orb_R,Limbic,5.0,0.26085,0.0139371376176904,-0.0052500652670971
6.0,Frontal_Mid_L,Control,6.0,-0.0243528,0.0520650914597182,-0.0183118149374715
7.0,Frontal_Mid_R,Control,6.0,-0.0532717,0.047215717550743,-0.0235496114274277
8.0,Frontal_Mid_Orb_L,Control,6.0,0.131386,0.0347517113142022,-0.0073163396009939
9.0,Frontal_Mid_Orb_R,Control,6.0,0.124655,0.0187074909714323,-0.013477079067251
10.0,Frontal_Inf_Oper_L,SalVentAttn,4.0,-0.102025,0.0388211618318917,-0.0174945502156238
11.0,Frontal_Inf_Oper_R,SalVentAttn,4.0,-0.0712346,0.0416374645160133,-0.0253932628929343
12.0,Frontal_Inf_Tri_L,Control,6.0,-0.0105038,0.0379941373360853,-0.0260726363826127
13.0,Frontal_Inf_Tri_R,Control,6.0,0.00813057,0.0405470967760471,-0.0173332487452938
14.0,Frontal_Inf_Orb_L,Default,7.0,-0.00752688,0.0299750191951364,-0.0126323200794859
15.0,Frontal_Inf_Orb_R,Default,7.0,0.0526184,0.0239372725470942,-0.0077390988681301
16.0,Rolandic_Oper_L,SomMot,2.0,-0.0699597,0.038787268746138,-0.0239037319005744
17.0,Rolandic_Oper_R,SomMot,2.0,-0.0229536,0.0608497367269521,-0.0120973356946666
18.0,Supp_Motor_Area_L,SomMot,2.0,-0.204303,0.0425651010229158,-0.0158003048623235
19.0,Supp_Motor_Area_R,SomMot,2.0,-0.25124,0.040493193449256,-0.0207641481024793
20.0,Olfactory_L,Subcortex,8.0,0.272807,0.0205296299063238,-0.0115046226514597
21.0,Olfactory_R,Subcortex,8.0,0.348359,0.0152554119355104,-0.0121771078308057
22.0,Frontal_Sup_Medial_L,Default,7.0,0.134695,0.0248675926191217,-0.0217572140140051
23.0,Frontal_Sup_Medial_R,Default,7.0,0.101903,0.0262437226169858,-0.0156286777197392
24.0,Frontal_Med_Orb_L,Default,7.0,0.266983,0.0167299091128388,-0.0080087239535759
25.0,Frontal_Med_Orb_R,Default,7.0,0.255624,0.0081328085804788,-0.0142956976382551
26.0,Rectus_L,Limbic,5.0,0.357943,0.005241066500841,-0.0144007958797117
27.0,Rectus_R,Limbic,5.0,0.386244,0.0131382020213808,-0.0072745801893762
28.0,Insula_L,SalVentAttn,4.0,0.055607,0.0840965460562421,-0.0202689438812567
29.0,Insula_R,SalVentAttn,4.0,0.0713641,0.0848877860523123,-0.0199421468731571
30.0,Cingulum_Ant_L,Default,7.0,0.121803,0.030637841867317,-0.0231090349658547
31.0,Cingulum_Ant_R,Default,7.0,0.191628,0.0434723265034817,-0.0174243220729057
32.0,Cingulum_Mid_L,Default,7.0,0.00923368,0.0638880396788446,-0.0181748595071228
33.0,Cingulum_Mid_R,SalVentAttn,4.0,-0.0438553,0.0642746555570092,-0.0172177422310073
34.0,Cingulum_Post_L,Default,7.0,-0.0683547,0.0704090197730546,-0.0155970770271484
35.0,Cingulum_Post_R,Default,7.0,-0.080374,0.0391954117941255,-0.0429371623595201
36.0,Hippocampus_L,Subcortex,8.0,0.264563,0.05079646580775,-0.0289988548481491
37.0,Hippocampus_R,Subcortex,8.0,0.228782,0.0550623668570641,-0.037735430592725
38.0,ParaHippocampal_L,Limbic,5.0,0.309207,0.0326054463788786,-0.0323299790960612
39.0,ParaHippocampal_R,Limbic,5.0,0.394873,0.0320289856587298,-0.0332197641683809
40.0,Amygdala_L,Subcortex,8.0,0.293274,0.0296080895364202,-0.0192025054463133
41.0,Amygdala_R,Subcortex,8.0,0.237555,0.0369747288139111,-0.0208786294197999
