Unnamed: 0,ROI,Yeo_Network,Yeo_Index,hist_g2_value,FC_pos_coefs,FC_neg_coefs,FCgsr_pos_coefs,FCgsr_neg_coefs
0.0,Precentral_L,SomMot,2.0,-0.252527,0.0606979253971826,-0.0367232860511894,0.088144105251911,-0.0432580179107314
1.0,Precentral_R,SomMot,2.0,-0.27582,0.0602106285654472,-0.037208689516505,0.0886506436660795,-0.0483860043140948
2.0,Frontal_Sup_L,Default,7.0,0.0262288,0.0319364342195454,-0.0986896464714567,0.050819077568518,-0.0656390538692954
3.0,Frontal_Sup_R,Default,7.0,0.0356533,0.0354027455756323,-0.1105295552419077,0.0569100896964534,-0.0796284727366682
4.0,Frontal_Sup_Orb_L,Limbic,5.0,0.241026,0.0387046549948973,-0.0518356439406359,0.0378059524013983,-0.0497532381125313
5.0,Frontal_Sup_Orb_R,Limbic,5.0,0.26085,0.0310517738036871,-0.0484100736330465,0.027178919444843,-0.0599610475837949
6.0,Frontal_Mid_L,Control,6.0,-0.0243528,0.0325505054554237,-0.0686711258126158,0.048474966443513,-0.0655565874673791
7.0,Frontal_Mid_R,Control,6.0,-0.0532717,0.0272390064721649,-0.0680339248717756,0.0398514787079766,-0.0651319037916804
8.0,Frontal_Mid_Orb_L,Control,6.0,0.131386,0.0284863746561189,-0.0562195853993073,0.027343432144624,-0.0605925342474617
9.0,Frontal_Mid_Orb_R,Control,6.0,0.124655,0.0228709555377885,-0.0823148352649744,0.0268708374851803,-0.0851702108710118
10.0,Frontal_Inf_Oper_L,SalVentAttn,4.0,-0.102025,0.0579556643741128,-0.0335535148850924,0.0568773228463748,-0.0622311008859427
11.0,Frontal_Inf_Oper_R,SalVentAttn,4.0,-0.0712346,0.0845892709965348,-0.027382160401443,0.0436927779120342,-0.0551081910345488
12.0,Frontal_Inf_Tri_L,Control,6.0,-0.0105038,0.0418445354439784,-0.045018240361256,0.0357062530972669,-0.0631780174790831
13.0,Frontal_Inf_Tri_R,Control,6.0,0.00813057,0.0572825888310019,-0.0303780521931959,0.0427873574631266,-0.0590581726020103
14.0,Frontal_Inf_Orb_L,Default,7.0,-0.00752688,0.0439191589318201,-0.0809293214031678,0.0388755909204727,-0.0832934467834635
15.0,Frontal_Inf_Orb_R,Default,7.0,0.0526184,0.0435442316314504,-0.072619570648463,0.0316878575548483,-0.0783968314036818
16.0,Rolandic_Oper_L,SomMot,2.0,-0.0699597,0.068849547512721,-0.0355179932620349,0.070649936514562,-0.0587602966187761
17.0,Rolandic_Oper_R,SomMot,2.0,-0.0229536,0.0703943600750884,-0.0356863873484118,0.0697048313605923,-0.0546601802016858
18.0,Supp_Motor_Area_L,SomMot,2.0,-0.204303,0.0516202134434799,-0.0451894391659514,0.0768630052011386,-0.0525175903353801
19.0,Supp_Motor_Area_R,SomMot,2.0,-0.25124,0.0583352531109749,-0.035123189861501,0.0700975242166297,-0.0415591266536183
20.0,Olfactory_L,Subcortex,8.0,0.272807,0.0356846884496212,-0.0326165763364193,0.0510618439046824,-0.0403141196778965
21.0,Olfactory_R,Subcortex,8.0,0.348359,0.0324027477329271,-0.0358052339492459,0.0458446667180256,-0.0354035898564433
22.0,Frontal_Sup_Medial_L,Default,7.0,0.134695,0.03858003510917,-0.087663702981809,0.0513337548532098,-0.0729870816909042
23.0,Frontal_Sup_Medial_R,Default,7.0,0.101903,0.0432346223051199,-0.1020739449746988,0.0539300139380445,-0.0859044144715195
24.0,Frontal_Med_Orb_L,Default,7.0,0.266983,0.0552599840711762,-0.0582471029178216,0.0674308507541139,-0.0531012366623966
25.0,Frontal_Med_Orb_R,Default,7.0,0.255624,0.0518099433180932,-0.067582836683853,0.0642970378508135,-0.0571558277329488
26.0,Rectus_L,Limbic,5.0,0.357943,0.0405129312548781,-0.0508729162976457,0.0518167029086463,-0.0493064651129865
